用户码,裂变类型,是否转化,P_TR,P_TN,P_CR,P_CN,增量分数
61701,无裂变页面,0,0.08282033,0.38163695,0.09844788,0.4370949,-0.01102376
40631,无裂变页面,0,0.08172331,0.11242507,0.009681519,0.79617006,0.8178364
34226,无裂变页面,0,0.04115066,0.46663305,0.052235257,0.4399811,-0.050165594
27729,无裂变页面,0,0.05676865,0.46176302,0.022606956,0.4588614,0.12505084
12044,拼团狂买,0,0.048286714,0.5443205,0.0527649,0.35462785,-0.09607333
28289,拼团狂买,0,0.11168965,0.41089368,0.09839802,0.37901863,0.015241742
47034,无裂变页面,0,0.027825242,0.3738491,0.014167276,0.5841584,0.09118992
3604,拼团狂买,0,0.047572497,0.43734506,0.04944156,0.46564087,0.0042333007
46852,无裂变页面,0,0.024107415,0.49867505,0.026753927,0.4504636,-0.019897342
29850,拼团狂买,0,0.028360307,0.69358146,0.009677047,0.26838112,0.008962214
24226,无裂变页面,0,0.061826445,0.3918055,0.039030068,0.507338,0.12971312
23852,无裂变页面,0,0.10182765,0.430468,0.040476717,0.42722765,0.20951134
23930,无裂变页面,0,0.022623826,0.41925663,0.024170753,0.5339488,0.015783012
13550,无裂变页面,0,0.033388983,0.5994568,0.018169487,0.34898478,0.006545365
2538,拼团狂买,0,0.07959441,0.37459958,0.13834551,0.40746048,-0.15645385
8389,拼团狂买,1,0.08787966,0.35513785,0.065276735,0.49170575,0.16233802
29184,拼团狂买,0,0.08437248,0.39504507,0.08444739,0.43613508,0.027544856
55713,无裂变页面,1,0.18005705,0.54265237,0.039155792,0.23813482,0.21586633
33520,拼团狂买,0,0.077192284,0.24105082,0.083524145,0.59823275,0.240089
48386,拼团狂买,0,0.11538429,0.36005712,0.084485546,0.44007298,0.16325688
26442,无裂变页面,0,0.051419843,0.6295595,0.014556708,0.30446392,0.059758663
46783,无裂变页面,0,0.0741854,0.35548493,0.029714126,0.54061556,0.24111336
39664,无裂变页面,0,0.38754562,0.29641506,0.015398965,0.30064037,1.0357897
15775,无裂变页面,0,0.05110093,0.4358273,0.053540178,0.45953155,0.0011866093
56543,无裂变页面,0,0.04808497,0.41574878,0.03106293,0.5051033,0.091466606
45344,拼团狂买,0,0.11405989,0.5350493,0.05931981,0.29157096,0.013325334
13461,拼团狂买,1,0.05944587,0.3309932,0.04905173,0.56050915,0.14356661
51608,拼团狂买,0,0.036304314,0.52809435,0.025123898,0.41047743,0.013295054
21895,拼团狂买,0,0.018368265,0.3182905,0.012790146,0.6505511,0.07055825
9308,无裂变页面,0,0.03325663,0.5535184,0.027522752,0.38570222,-0.01985544
11898,无裂变页面,0,0.02567674,0.4039946,0.008710568,0.5616181,0.08897221
19253,拼团狂买,0,0.05343066,0.39984667,0.08953166,0.45719105,-0.09176856
20025,无裂变页面,0,0.029646553,0.40406322,0.054157753,0.51213247,-0.0545606
52812,无裂变页面,1,0.08511656,0.50310653,0.043205526,0.3685714,0.07955313
22094,拼团狂买,1,0.06702489,0.37449294,0.040825665,0.5176565,0.15740901
62189,拼团狂买,0,0.034646373,0.5750685,0.014606114,0.37567905,0.038799465
24044,无裂变页面,0,0.21888807,0.3400812,0.1381036,0.3029271,0.15690808
29747,拼团狂买,0,0.086665615,0.35806888,0.06650889,0.48875663,0.15018386
5303,拼团狂买,1,0.11690477,0.35140255,0.09231492,0.43937775,0.15201598
36286,无裂变页面,0,0.08999018,0.28285292,0.03863138,0.5885255,0.35952884
15108,无裂变页面,0,0.065066844,0.33386472,0.05366057,0.54740787,0.14765495
18398,无裂变页面,0,0.09128723,0.41473866,0.0107960375,0.48317805,0.31708974
20267,无裂变页面,1,0.06261879,0.43678734,0.040300097,0.4602938,0.08976388
62513,拼团狂买,0,0.062050674,0.5285438,0.0665071,0.34289846,-0.11476636
7793,无裂变页面,0,0.030038979,0.4677869,0.023225069,0.478949,0.028182626
8383,拼团狂买,0,0.05735291,0.36154267,0.073189765,0.50791466,0.021930277
10656,拼团狂买,0,0.025706407,0.4116321,0.035219364,0.52744216,-0.00763005
18089,拼团狂买,0,0.06034722,0.45366663,0.061875727,0.42411047,-0.019832134
24895,拼团狂买,0,0.07198232,0.38853306,0.089582756,0.44990185,-0.019488633
29724,拼团狂买,0,0.06636783,0.5047525,0.055127867,0.37375176,-0.024665713
23128,拼团狂买,1,0.020346824,0.5158561,0.05153807,0.41225904,-0.14635181
2498,无裂变页面,0,0.113762915,0.3719378,0.04383293,0.47046632,0.2979917
38110,拼团狂买,0,0.029008111,0.50407124,0.019611778,0.44730887,0.02482748
47993,拼团狂买,0,0.073994085,0.39674678,0.08075171,0.44850746,0.009222865
9079,无裂变页面,1,0.01726768,0.54865444,0.058301143,0.37577677,-0.20759565
37295,拼团狂买,0,0.033593632,0.45298988,0.024528781,0.48888776,0.04252845
26785,无裂变页面,0,0.07679893,0.24442077,0.045524333,0.63325596,0.3440349
61059,无裂变页面,0,0.0073077735,0.6618846,0.0021671748,0.32864043,0.008738279
34864,无裂变页面,0,0.16858363,0.38136405,0.076520674,0.37353167,0.27303734
1015,拼团狂买,0,0.040884018,0.45827758,0.04472322,0.45611522,-0.014782667
4140,拼团狂买,0,0.008365303,0.28124583,0.037251774,0.67313707,-0.047107875
60523,无裂变页面,0,0.011647126,0.4790781,0.0053787315,0.50389606,0.026346028
18759,拼团狂买,0,0.06082467,0.37177193,0.056418024,0.5109854,0.08234346
34547,无裂变页面,1,0.025611097,0.30672735,0.03120452,0.636457,0.060652554
29630,无裂变页面,0,0.041880295,0.41962615,0.010412909,0.52808064,0.14281952
62,无裂变页面,0,0.02827331,0.38703242,0.07292676,0.5117675,-0.11329603
29498,无裂变页面,0,0.0053639137,0.8791191,0.028740905,0.0867761,-0.48547572
50849,拼团狂买,0,0.020157946,0.51043755,0.03002674,0.43937778,-0.051953077
52112,拼团狂买,0,0.053882934,0.30093652,0.07874627,0.56643426,0.059614122
51948,无裂变页面,0,0.028596543,0.41938847,0.026244689,0.5257703,0.032580495
45295,拼团狂买,0,0.060267024,0.37596017,0.053417053,0.5103558,0.08681178
44320,无裂变页面,0,0.08949971,0.57335186,0.0790414,0.258107,-0.1988374
54945,拼团狂买,0,0.085940585,0.55545956,0.10998817,0.24861172,-0.34545302
11216,无裂变页面,0,0.17593369,0.29549482,0.09994459,0.42862692,0.36821678
49638,拼团狂买,0,0.17851812,0.4325653,0.11509293,0.27382362,-0.0075968504
1614,拼团狂买,0,0.042861637,0.42714432,0.021528611,0.50846547,0.10114676
63883,拼团狂买,0,0.08564912,0.2900349,0.048315562,0.5760004,0.30118436
32804,拼团狂买,0,0.007876674,0.44087213,0.025991842,0.5252594,-0.059196293
53791,无裂变页面,0,0.11976407,0.34792724,0.08420314,0.4481055,0.19578052
12111,拼团狂买,1,0.059785068,0.3773629,0.02790843,0.5349436,0.17435533
15610,拼团狂买,0,0.060908765,0.45365322,0.050984763,0.43445328,0.02668351
33597,拼团狂买,1,0.025706407,0.4116321,0.035219364,0.52744216,-0.00763005
35782,无裂变页面,0,0.056866046,0.461937,0.019415397,0.4617816,0.13852388
45603,拼团狂买,1,0.17371546,0.34097302,0.09667952,0.388632,0.276609
49425,拼团狂买,1,0.05964362,0.36434793,0.056786504,0.51922196,0.08417106
9006,拼团狂买,0,0.03441134,0.45565668,0.047983628,0.4619483,-0.0477612
40334,拼团狂买,0,0.019436825,0.39836922,0.0053373235,0.5768566,0.07470727
21077,拼团狂买,0,0.11624692,0.2803716,0.06616167,0.53721976,0.366887
52965,无裂变页面,0,0.07140825,0.44027504,0.06386612,0.4244506,0.017534494
37213,无裂变页面,0,0.08460657,0.12951079,0.2035722,0.58231044,0.2722094
27494,无裂变页面,1,0.21868394,0.29908422,0.087770656,0.39446115,0.48069912
56792,无裂变页面,0,0.10116054,0.3819778,0.043606475,0.47325513,0.2500286
19162,无裂变页面,0,0.03687009,0.22764724,0.025725793,0.70975685,0.20881641
63426,拼团狂买,1,0.066377796,0.6398698,0.049877718,0.24387468,-0.15161699
56790,拼团狂买,0,0.13006748,0.40765426,0.07042866,0.39184967,0.17907006
24698,无裂变页面,0,0.18254468,0.18130162,0.23111466,0.40503907,0.2768164
5416,无裂变页面,0,0.0752827,0.46551767,0.056362394,0.4028372,0.03293115
58215,拼团狂买,0,0.029769188,0.43487975,0.031786073,0.503565,0.009387672
10258,无裂变页面,0,0.04939334,0.42063224,0.040277064,0.48969737,0.058176756
56476,拼团狂买,0,0.11081883,0.41543576,0.052440193,0.4213052,0.19977498
51741,拼团狂买,0,0.12431316,0.29906568,0.08354319,0.49307802,0.2974751
57342,拼团狂买,0,0.1607168,0.18805121,0.28987983,0.36135215,0.031375207
45751,无裂变页面,0,0.21255921,0.28164577,0.03387148,0.4719235,0.726273
23940,无裂变页面,0,0.06128469,0.4641519,0.05612825,0.4184352,-0.0032753348
38372,无裂变页面,0,0.06657592,0.4105569,0.0130735915,0.5097936,0.22905928
4297,无裂变页面,0,0.092529394,0.3554961,0.08910116,0.46287337,0.09020889
16405,无裂变页面,0,0.0940847,0.48498568,0.035697624,0.385232,0.15533769
454,拼团狂买,0,0.013239746,0.4625055,0.002435443,0.52181935,0.046367884
59121,无裂变页面,0,0.12038749,0.43157962,0.010086704,0.43794614,0.39118588
42735,无裂变页面,0,0.03320027,0.5852045,0.018355295,0.36323994,0.011170864
9599,无裂变页面,0,0.02190283,0.23325756,0.406232,0.3386076,-0.9191116
30027,拼团狂买,0,0.053046983,0.4822193,0.035063803,0.42966986,0.04730928
4216,拼团狂买,0,0.027782364,0.36378127,0.03849121,0.56994516,0.015379727
62173,拼团狂买,0,0.053719427,0.50077075,0.0267772,0.41873258,0.07355219
30588,无裂变页面,0,0.18233417,0.38142443,0.07301293,0.3632285,0.31211555
23418,无裂变页面,0,0.031166691,0.5133579,0.031676203,0.42379922,-0.024617672
53168,无裂变页面,0,0.05461675,0.6147606,0.052758917,0.27786377,-0.15596205
38829,无裂变页面,0,0.2007262,0.3826999,0.059587963,0.35698596,0.40200883
36228,拼团狂买,0,0.11410359,0.47972646,0.021968367,0.3842016,0.27612388
20550,拼团狂买,0,0.021180267,0.2679465,0.1736232,0.53725004,-0.34196663
40854,无裂变页面,0,0.058778375,0.42743006,0.016284753,0.49750677,0.17839211
35491,拼团狂买,0,0.12817062,0.2618413,0.072209634,0.5377784,0.42050758
6457,无裂变页面,0,0.012408475,0.42226213,0.006388003,0.55894136,0.0344944
53210,无裂变页面,0,0.06915606,0.49773148,0.044786744,0.3883257,0.037171602
16618,无裂变页面,0,0.031259242,0.5394375,0.03430466,0.39499864,-0.050267816
41121,无裂变页面,0,0.031747278,0.4687373,0.06660156,0.43291387,-0.13979846
55505,无裂变页面,1,0.07010461,0.46858555,0.05044644,0.41086343,0.0415684
18085,拼团狂买,0,0.034000624,0.34554583,0.052328955,0.5681246,0.010484874
1502,拼团狂买,0,0.09132417,0.38579658,0.10258752,0.42029175,-0.00958097
6155,拼团狂买,0,0.11246279,0.38205984,0.09847925,0.40699816,0.06518525
56047,无裂变页面,0,0.014087332,0.5283203,0.076100655,0.38149166,-0.28066963
34673,拼团狂买,0,0.096670315,0.43343124,0.021171806,0.4487266,0.2746114
25542,无裂变页面,0,0.06562156,0.58125895,0.08958797,0.26353148,-0.3045227
41988,无裂变页面,0,0.11649619,0.5061752,0.048669517,0.32865903,0.11621302
51984,无裂变页面,0,0.066597566,0.50456214,0.044112477,0.3847278,0.027472138
57766,拼团狂买,0,0.09342561,0.4270045,0.07300667,0.4065632,0.054565012
28504,拼团狂买,1,0.16175927,0.25861326,0.16104178,0.41858566,0.21392618
53884,无裂变页面,0,0.030687759,0.43923196,0.036536347,0.49354398,-0.0072435737
52307,无裂变页面,0,0.07678597,0.53685856,0.01793222,0.36842322,0.15743458
12225,拼团狂买,1,0.04402475,0.43036485,0.044111345,0.48149905,0.017757893
40340,无裂变页面,0,0.13305624,0.37824428,0.02514003,0.46355945,0.41757658
50732,拼团狂买,0,0.07619594,0.5175767,0.12054623,0.28568116,-0.3368411
20835,无裂变页面,1,0.0794808,0.39037812,0.049413946,0.4807271,0.15189958
30409,无裂变页面,0,0.038215034,0.3211488,0.0045607844,0.6360753,0.19844335
15135,拼团狂买,0,0.049088035,0.7048084,0.08343026,0.16267326,-0.54778457
52544,拼团狂买,0,0.13172634,0.3138803,0.060740624,0.49365276,0.37209785
24808,无裂变页面,0,0.056847703,0.43560442,0.02538267,0.48216525,0.13085526
21076,拼团狂买,0,0.11395022,0.30587265,0.06618184,0.5139953,0.31470546
20894,无裂变页面,0,0.12265038,0.44026667,0.033765133,0.4033178,0.28126496
58806,拼团狂买,1,0.06705544,0.5499327,0.02613076,0.35688108,0.080914915
10341,无裂变页面,0,0.11043653,0.41128463,0.08544136,0.39283746,0.066067755
18358,无裂变页面,1,0.09956898,0.21401295,0.14663607,0.53978205,0.20779288
5287,无裂变页面,0,0.069470756,0.33509886,0.024226496,0.5712039,0.26205575
63576,无裂变页面,0,0.14508305,0.27246198,0.068538465,0.5139165,0.4595903
61687,无裂变页面,0,0.070879236,0.63633853,0.025066053,0.26771617,0.029218674
10438,拼团狂买,0,0.17059314,0.33717206,0.05440822,0.43782654,0.45087093
8692,无裂变页面,0,0.03944329,0.39686477,0.03590096,0.52779096,0.053426802
57449,无裂变页面,0,0.034342356,0.5205936,0.033595104,0.41146895,-0.027197063
3200,拼团狂买,0,0.053311046,0.34082615,0.12516454,0.4806983,-0.14265758
27046,拼团狂买,0,0.03658835,0.5435861,0.019992761,0.39983287,0.030885637
38941,无裂变页面,0,0.07362842,0.34736836,0.059848536,0.51915467,0.1430518
47325,无裂变页面,0,0.020677274,0.41749611,0.03255253,0.5292741,-0.02150172
35679,拼团狂买,0,0.041171994,0.46102643,0.0052969013,0.49250472,0.14268577
62538,拼团狂买,0,0.1040254,0.37582532,0.037779007,0.48237026,0.28831178
20780,无裂变页面,0,0.037859585,0.40114528,0.01876069,0.5422344,0.10559559
29512,拼团狂买,0,0.05273939,0.448058,0.013524489,0.48567817,0.15643722
42273,拼团狂买,0,0.09664905,0.5196883,0.003033154,0.38062948,0.29781222
23099,拼团狂买,0,0.13795549,0.43067127,0.08505963,0.34631366,0.09085661
5646,拼团狂买,0,0.044936642,0.41857833,0.04297021,0.49351484,0.033703446
3653,拼团狂买,0,0.020912025,0.46026114,0.023849597,0.49497724,-0.0050156713
5539,拼团狂买,1,0.04076761,0.3849173,0.03013,0.5441851,0.086613834
57949,无裂变页面,0,0.03377642,0.47102892,0.057772283,0.43742236,-0.09951204
13099,无裂变页面,0,0.013695903,0.43329558,0.0022901047,0.55071837,0.052997947
58697,拼团狂买,0,0.08876771,0.405534,0.06492238,0.4407759,0.10240084
9516,拼团狂买,0,0.017866494,0.29303908,0.030405281,0.65868914,0.02668488
40487,拼团狂买,0,0.044462834,0.47841662,0.01914256,0.45797798,0.08982718
16131,无裂变页面,1,0.15506582,0.41752437,0.054216765,0.37319306,0.28793004
42263,无裂变页面,0,0.09369273,0.54614925,0.021250447,0.33890757,0.17485577
38979,无裂变页面,0,0.014074744,0.2571158,0.006674423,0.722135,0.08548373
26269,拼团狂买,0,0.05481098,0.43759024,0.027346954,0.48025185,0.114876986
38162,拼团狂买,0,0.051914673,0.51893836,0.045342147,0.3838048,-0.029428422
39791,无裂变页面,0,0.054502398,0.5833484,0.02359384,0.3385553,0.040594757
32797,无裂变页面,0,0.13232121,0.350951,0.028662283,0.48806548,0.43666765
20616,无裂变页面,0,0.14060418,0.43448946,0.06412163,0.36078468,0.187163
52931,拼团狂买,0,0.0611874,0.48625773,0.06485025,0.38770458,-0.0630582
48994,拼团狂买,0,0.07634422,0.28952432,0.014193607,0.61993784,0.37256598
27243,拼团狂买,0,0.058223102,0.4603259,0.03910647,0.44234455,0.062109113
41825,拼团狂买,0,0.07266414,0.19349499,0.035966504,0.6978744,0.4479976
49119,无裂变页面,0,0.07191315,0.29630622,0.050207723,0.58157295,0.23165911
45541,无裂变页面,1,0.0920976,0.40175763,0.049367335,0.45677748,0.1779021
36405,无裂变页面,0,0.023250323,0.72054243,0.01649389,0.23971342,-0.0662359
15090,无裂变页面,0,0.09260231,0.44499907,0.03625009,0.42614856,0.18771023
6306,拼团狂买,1,0.12890561,0.49231982,0.10357605,0.27519855,-0.13189644
46784,无裂变页面,1,0.02434269,0.25895813,0.09635473,0.62034446,-0.097034276
44048,拼团狂买,1,0.06546647,0.46157312,0.027077174,0.44588327,0.13393015
5093,无裂变页面,0,0.0434408,0.4510957,0.03079568,0.47466788,0.053831577
6515,拼团狂买,0,0.09982709,0.46314484,0.041784324,0.39524376,0.16342294
12953,拼团狂买,0,0.029302755,0.41790003,0.05816265,0.4946346,-0.07938129
10194,无裂变页面,1,0.03764587,0.44150996,0.037080273,0.48376393,0.014748871
40253,无裂变页面,1,0.11044598,0.38426757,0.082338125,0.4229483,0.12059802
54876,拼团狂买,0,0.027807409,0.3946978,0.033360206,0.5441346,0.01609701
9705,拼团狂买,0,0.053699575,0.4186376,0.02379639,0.50386643,0.13718277
9874,拼团狂买,1,0.023315832,0.48555446,0.07785429,0.4132754,-0.22540408
557,无裂变页面,0,0.050923944,0.43798918,0.083997235,0.4270896,-0.12038553
34854,拼团狂买,0,0.008414158,0.58976275,0.006263937,0.39555916,-0.0030449629
29160,拼团狂买,1,0.09966356,0.46875453,0.025124503,0.40645742,0.23424017
18601,无裂变页面,0,0.06815042,0.4530202,0.018638728,0.46019068,0.18367708
603,拼团狂买,1,0.20477618,0.3537856,0.03406887,0.40736935,0.57887256
40741,拼团狂买,1,0.07347374,0.33666748,0.06725483,0.522604,0.13024807
32331,拼团狂买,0,0.08794225,0.37054315,0.08542033,0.45609426,0.06813395
10422,拼团狂买,0,0.099516645,0.39151505,0.022200607,0.4867677,0.31809932
38840,无裂变页面,0,0.050297983,0.5015467,0.033827454,0.41432786,0.031327248
60353,无裂变页面,0,0.056073233,0.42910957,0.11346424,0.40135294,-0.20965153
2976,无裂变页面,0,0.031937405,0.42408654,0.0094874585,0.5344886,0.10518706
3852,无裂变页面,1,0.11127622,0.36387986,0.0401204,0.48472354,0.3154925
34,拼团狂买,0,0.057013966,0.5053392,0.0752704,0.36237642,-0.14120847
24315,拼团狂买,0,0.07428856,0.38261992,0.16778728,0.37530422,-0.29271784
58416,拼团狂买,0,0.03893033,0.45079064,0.02279369,0.48748535,0.06965166
43244,拼团狂买,0,0.035100214,0.40219977,0.08949787,0.47320217,-0.15757
17835,拼团狂买,0,0.060153365,0.36373088,0.05429394,0.5218218,0.09533709
39793,拼团狂买,0,0.0565448,0.40236557,0.046898134,0.4941915,0.0730837
62735,拼团狂买,0,0.040947158,0.53294367,0.024801824,0.4013074,0.026289523
22352,拼团狂买,1,0.058803443,0.5195041,0.025919456,0.39577308,0.08043325
8910,无裂变页面,0,0.12848501,0.42776132,0.024588335,0.41916534,0.35115182
38717,拼团狂买,0,0.08684944,0.3793453,0.11990913,0.41389614,-0.07667297
15921,拼团狂买,0,0.05400869,0.51401234,0.031881995,0.40009698,0.04255539
30673,拼团狂买,0,0.088868834,0.30192244,0.07897464,0.5302341,0.1955452
39909,无裂变页面,0,0.10193134,0.43783098,0.054213323,0.40602437,0.1421014
57827,拼团狂买,0,0.11149835,0.30277923,0.047654767,0.5380677,0.37555715
38402,拼团狂买,0,0.1017065,0.44221985,0.07118442,0.38488927,0.06180966
53292,无裂变页面,1,0.031268958,0.4668003,0.05507965,0.4468511,-0.093910456
3129,无裂变页面,1,0.051469248,0.5667766,0.026083533,0.3556707,0.029850066
22899,无裂变页面,0,0.11038713,0.4410705,0.12406482,0.32447752,-0.15284437
54220,无裂变页面,0,0.040109854,0.38287458,0.07103661,0.50597894,-0.0565691
13958,拼团狂买,0,0.112239815,0.33351642,0.07313547,0.48110828,0.23968196
35909,无裂变页面,0,0.033592045,0.62280685,0.02672071,0.31688038,-0.053180754
36836,无裂变页面,0,0.05203258,0.3162591,0.07144796,0.5602604,0.05635631
40010,无裂变页面,0,0.08437248,0.39504507,0.08444739,0.43613508,0.027544856
22949,拼团狂买,0,0.00394806,0.41647944,0.0068280827,0.5727444,-0.004781246
39653,无裂变页面,0,0.0801023,0.38837764,0.09324087,0.4382792,-0.008879244
52108,无裂变页面,0,0.025677012,0.52271366,0.012149864,0.43945947,0.039838016
63349,无裂变页面,0,0.020612374,0.6520321,0.00096491777,0.32639065,0.055392325
2965,拼团狂买,1,0.10720215,0.4362984,0.07667878,0.37982062,0.05854523
12557,无裂变页面,0,0.0912849,0.51545686,0.055496942,0.3377613,0.018660367
4035,无裂变页面,0,0.016704787,0.31810153,0.035454452,0.6297393,-0.0068110228
28750,无裂变页面,1,0.022575734,0.37467968,0.056120962,0.54662365,-0.072559476
43218,无裂变页面,0,0.024221897,0.4070194,0.032629814,0.5361288,-0.0024046898
56154,无裂变页面,0,0.053046983,0.4822193,0.035063803,0.42966986,0.04730928
7932,无裂变页面,0,0.028655166,0.40657973,0.03764468,0.5271205,-0.0016341209
10571,拼团狂买,0,0.0710172,0.3910052,0.079623066,0.4583545,0.011409998
28423,拼团狂买,0,0.015998079,0.43478826,0.07019883,0.4790148,-0.18465549
44494,无裂变页面,0,0.053196244,0.408067,0.060005784,0.47873095,0.007889926
19766,无裂变页面,0,0.1580787,0.3847958,0.043223783,0.41390175,0.39326528
51738,无裂变页面,0,0.14441706,0.47407037,0.036330424,0.34518215,0.27654606
23733,无裂变页面,0,0.049065843,0.43085364,0.0684776,0.45160285,-0.05885929
13140,拼团狂买,0,0.06596389,0.39199913,0.0329316,0.5091054,0.16656464
56486,无裂变页面,0,0.067065895,0.45892155,0.049252212,0.42476037,0.047199726
44612,无裂变页面,0,0.06291838,0.5956491,0.026334554,0.31509796,0.036817253
5349,拼团狂买,0,0.02255744,0.419277,0.015819116,0.5423464,0.045425534
32493,无裂变页面,0,0.042055953,0.3587158,0.04316698,0.55606127,0.065799594
4312,拼团狂买,0,0.10428921,0.44352376,0.07919115,0.37299582,0.030489087
13721,拼团狂买,0,0.054521836,0.4511746,0.108962186,0.38534138,-0.22524089
21216,无裂变页面,0,0.14953437,0.41878414,0.054223485,0.37745807,0.27501455
3681,拼团狂买,0,0.24236356,0.27337557,0.03852334,0.44573757,0.7807672
20788,拼团狂买,0,0.12107838,0.39275694,0.20207022,0.2840944,-0.3600101
44439,拼团狂买,0,0.05125213,0.507309,0.09535536,0.3460835,-0.24850589
50984,拼团狂买,0,0.124371946,0.16553026,0.36470762,0.34539014,-0.16917707
20225,无裂变页面,0,0.06427859,0.41977447,0.019973624,0.49597332,0.18815982
6404,无裂变页面,0,0.07979807,0.2924607,0.038140196,0.58960104,0.307208
56874,无裂变页面,0,0.13083556,0.3350558,0.112373315,0.42173535,0.14086872
54736,无裂变页面,0,0.052928913,0.53348774,0.028839467,0.3847439,0.041054964
24897,无裂变页面,0,0.045098446,0.431709,0.04972194,0.47347063,-0.00090295076
43870,拼团狂买,0,0.11049739,0.3831852,0.0349115,0.47140592,0.30974185
57944,无裂变页面,0,0.29978567,0.41806486,0.01795928,0.2641902,0.70792824
43294,无裂变页面,0,0.10167202,0.35886517,0.07446663,0.46499616,0.16545963
52394,拼团狂买,0,0.016481,0.55078995,0.0068304455,0.4258986,0.026537001
12596,拼团狂买,0,0.043983366,0.4979117,0.041636053,0.4164689,-0.019443512
3428,无裂变页面,0,0.15637222,0.40242273,0.05709208,0.38411298,0.30087596
55493,无裂变页面,0,0.11930219,0.43965414,0.06197319,0.37907046,0.14584512
12586,拼团狂买,0,0.01646671,0.48136002,0.021176174,0.48099715,-0.018183708
10450,无裂变页面,0,0.114099704,0.49008375,0.027815748,0.3680008,0.23715007
53372,无裂变页面,0,0.020169998,0.3973599,0.03195199,0.5505181,-0.013096094
33612,无裂变页面,0,0.03235205,0.40873772,0.033149276,0.525761,0.02807039
37807,拼团狂买,0,0.2510928,0.14610502,0.08612019,0.51668197,0.9785882
12070,拼团狂买,0,0.04234001,0.38803947,0.03927851,0.530342,0.05884552
18763,无裂变页面,1,0.17130138,0.48204893,0.062152028,0.28449762,0.1657913
50990,无裂变页面,0,0.110628635,0.38135305,0.02787807,0.48014024,0.3399744
48867,拼团狂买,0,0.02112832,0.6328569,0.011777752,0.33423704,-0.0034626126
47505,拼团狂买,0,0.06313853,0.42355564,0.02592086,0.48738497,0.15846294
4025,无裂变页面,0,0.057580393,0.58904684,0.06862447,0.28474835,-0.21030235
16818,无裂变页面,0,0.18593356,0.44253954,0.07804195,0.293485,0.17158476
14896,拼团狂买,0,0.16738525,0.39813763,0.04827959,0.38619748,0.36972407
39710,无裂变页面,0,0.14099647,0.37294424,0.034535408,0.4515239,0.40658402
11299,无裂变页面,1,0.12608358,0.31674182,0.054865133,0.50230944,0.37251
40261,拼团狂买,0,0.03171352,0.63680613,0.05536658,0.27611378,-0.23917949
7921,拼团狂买,0,0.120420285,0.4413145,0.028282756,0.40998253,0.29967743
17616,无裂变页面,0,0.020024598,0.41810447,0.04756682,0.51430416,-0.07790631
17641,拼团狂买,1,0.10126271,0.4978374,0.03531545,0.36558443,0.16186851
62179,无裂变页面,0,0.1489137,0.27434945,0.06837054,0.5083663,0.4665515
